stock symbol,name,macro,sector,industry,basic_industry,total_shares
ROUTE,ROUTE MOBILE LIMITED,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,0.0
SANGHIIND,SANGHI INDUSTRIES LTD,,,,,0.0
RPEL,RAGHAV PRODUCTIVITY ENH L,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,0.0
RPGLIFE,RPG LIFE SCIENCES LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
RPPINFRA,R.P.P INFRA PROJECTS LTD,Industrials,Construction,Construction,Civil Construction,0.0
RPPL,RAJSHREE POLYPACK LTD,Industrials,Capital Goods,Industrial Products,Packaging,0.0
RPSGVENT,RPSG VENTURES LIMITED,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),0.0
RPTECH,RASHI PERIPHERALS LIMITED,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,0.0
RSL,RAJPUTANA STAINLESS LTD,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
RSWM,RSWM LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
RSYSTEMS,R SYS INTERNATIONAL LTD,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
RTNINDIA,RATTANINDIA ENT LIMITED,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,0.0
RTNPOWER,RATTANINDIA POWER LIMITED,Utilities,Power,Power,Power Generation,0.0
RUBFILA,RUBFILA INTERNATIONAL LTD,Industrials,Capital Goods,Industrial Products,Rubber,0.0
RUBICON,RUBICON RESEARCH LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
RUBYMILLS,THE RUBY MILLS LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
RUCHINFRA,RUCHI INFRASTRUCTURE LTD,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0
RUCHIRA,RUCHIRA PAPERS LIMITED,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,0.0
RUDRA,RUDRA GLOBAL INFRA PROD L,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
RUPA,RUPA & COMPANY LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,0.0
RUSHIL,RUSHIL DECOR LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,0.0
RUSTOMJEE,KEYSTONE REALTORS LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
RVHL,RAVINDER HEIGHTS LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
RVTH,REVATHI EQUIPMENT INDIA L,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
SAATVIKGL,SAATVIK GREEN ENERGY LTD,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,0.0
SADBHIN,SADBHAV INFRA PROJ LTD.,Industrials,Construction,Construction,Civil Construction,0.0
SADHNANIQ,SADHANA NITROCHEM LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,0.0
SAFARI,SAFARI IND (INDIA) LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,0.0
SAGARDEEP,SAGARDEEP ALLOYS LIMITED,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,0.0
SAGCEM,SAGAR CEMENTS LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
SAHLIBHFI,SHALIBHADRA FINANCE LTD,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
SAHYADRI,SAHYADRI INDUSTRIES LTD,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,0.0
101NSETEST,101NSETEST,,,,,0.0
AAREYDRUGS,AAREY DRUGS & PHARM LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SAIPARENT,SAI PARENTERALS LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SAKAR,SAKAR HEALTHCARE LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SAKHTISUG,SAKTHI SUGARS LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,0.0
SAKSOFT,SAKSOFT LIMITED,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
SALASAR,SALASAR TECHNO ENGG. LTD.,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
SALONA,SALONA COTSPIN LTD.,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SALSTEEL,S.A.L. STEEL LTD.,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,0.0
SALZERELEC,SALZER ELECTRONICS LTD,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,0.0
SAMBHV,SAMBHV STEEL TUBES LTD,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
SAMHI,SAMHI HOTELS LIMITED,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
SAMPANN,SAMPANN UTPADAN INDIA LTD,Industrials,Capital Goods,Industrial Products,Rubber,0.0
SANATHAN,SANATHAN TEXTILES LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SANDESH,SANDESH LTD,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media,0.0
SANDHAR,SANDHAR TECHNOLOGIES LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SANDUMA,SANDUR MANG & IRON ORES L,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,0.0
SANGAMIND,SANGAM (INDIA) LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SANGHVIMOV,SANGHVI MOVERS LTD,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,0.0
SANOFI,SANOFI INDIA LIMITED,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SANOFICONR,SANOFI CONS HEALTHC IND L,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SANSERA,SANSERA ENGINEERING LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SANSTAR,SANSTAR LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,0.0
SARLAPOLY,SARLA PERF. FIBERS LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SARVESHWAR,SARVESHWAR FOODS LIMITED,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,0.0
SASKEN,SASKEN TECHNOLOGIES LTD,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
SASTASUNDR,SASTASUNDAR VENTURES LTD,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,0.0
SATIA,SATIA INDUSTRIES LIMITED,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,0.0
SATIN,SATIN CREDIT NET LTD,Financial Services,Financial Services,Finance,Microfinance Institutions,0.0
SAURASHCEM,SAURASHTRA CEMENT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
SBC,SBC EXPORTS LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,0.0
SBGLP,SURATWWALA BUS GROUP LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
SBIBPB,SBIAMC - SBIBPB,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SBIETFCON,SBIAMC - SBIETFCON,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SBIETFIT,SBIAMC - SBIETFIT,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SBIETFPB,SBIAMC - SBIETFPB,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SBIETFQLTY,SBIAMC - SBIETFQLTY,,,,,0.0
SBILIQETF,SBIAMC - SBILIQETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SBIMIDMOM,SBIAMC - SBIMIDMOM,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SBINEQWETF,SBIAMC - SBINEQWETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SBINMID150,SBIAMC - SBINMID150,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SBISILVER,SBIAMC - SBISILVER,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SCHAND,S CHAND AND COMPANY LTD,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication,0.0
SCILAL,SHIPPING CORP OF ILA LTD,Financial Services,Financial Services,Finance,Investment Company,465489726.0
SCODATUBES,SCODA TUBES LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
SDBL,SOM DIST & BREW LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,0.0
SDL26BEES,RELCAPAMC-NETFSDL26,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SEAMECLTD,SEAMEC LIMITED,Services,Services,Transport Services,Shipping,25394442.0
SEDEMAC,SEDEMAC MECHATRONICS LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SEJALLTD,SEJAL GLASS LIMITED,Industrials,Capital Goods,Industrial Products,Glass - Industrial,0.0
SELECTIPO,MIRAEAMC - SELECTIPO,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SELMC,SEL MANUFACTURING CO LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SEMAC,SEMAC CONSTRUCTION LTD,Industrials,Construction,Construction,Civil Construction,0.0
SENCO,SENCO GOLD LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,0.0
SENORES,SENORES PHARMACEUTICALS L,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SENSEXADD,DSPAMC - DSPSENXETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SENSEXBETA,UTIAMC-SENSEXBETA,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SENSEXETF,MIRAEAMC - SENSEXETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SENSEXIETF,ICICI PRUD SENSEX ETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SEPC,SEPC LIMITED,Industrials,Construction,Construction,Civil Construction,0.0
SERVOTECH,SERVOTECH REN POW SYS LTD,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,0.0
SESHAPAPER,SESHASAYEE PAPER & BOARDS,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,0.0
SETCO,SETCO AUTOMOTIVE LTD,,,,,0.0
SETF10GILT,SBIAMC - SETF10GILT,,,,,0.0
SETFGOLD,SBI-ETF GOLD,,,,,0.0
EXCEL,EXCEL REALTY N INFRA LTD,,,,,0.0
SETFNIF50,SBI-ETF NIFTY 50,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SETFNIFBK,SBI-ETF NIFTY BANK,,,,,0.0
SETFNN50,SBI-ETF NIFTY NEXT 50,,,,,0.0
SETL,STANDARD ENGNG TCNLGY LTD,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
SFL,SHEELA FOAM LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,0.0
SGFIN,SG FINSERVE LIMITED,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),0.0
SGIL,SYNERGY GREEN IND. LTD,Industrials,Capital Goods,Industrial Products,Castings & Forgings,0.0
SGL,STL GLOBAL LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SGMART,SG MART LIMITED,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,0.0
SHADOWFAX,SHADOWFAX TECHNOLOGIES L,Services,Services,Transport Services,Logistics Solution Provider,583365938.0
SHAH,SHAH METACORP LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
SHAHALLOYS,SHAH ALLOYS LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,0.0
SHAILY,SHAILY ENG PLASTICS LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,0.0
SHAKTIPUMP,SHAKTI PUMPS (I) LTD,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,0.0
SHALBY,SHALBY LIMITED,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
SHALPAINTS,SHALIM PAINTS LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,0.0
SHANTI,SHANTI OVERSEAS INDIA LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,0.0
SHANTIGEAR,SHANTHI GEARS LTD,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,0.0
SHANTIGOLD,SHANTI GOLD INTERNATION L,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,0.0
SHARDACROP,SHARDA CROPCHEM LTD.,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
SHARDAMOTR,SHARDA MOTOR INDS LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SHAREINDIA,SHARE IND. SECURITIES LTD,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,0.0
SHARIABEES,NIP IND ETF SHARIAH BEES,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SHEKHAWATI,SHEKHAWATI INDUSTRIES LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SHEMAROO,SHEMAROO ENTER. LTD.,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,0.0
SHILCTECH,SHILCHAR TECHNOLOGIES LTD,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,11440199.0
SHILPAMED,SHILPA MEDICARE LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SHIVALIK,SHIVALIK RASAYAN LIMITED,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
SHIVAMAUTO,SHIVAM AUTO.LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SHIVAMILLS,SHIVA MILLS LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SHIVATEX,SHIVA TEXYARN LIMITED,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SHIVAUM,SHIV AUM STEELS LIMITED,,,,,0.0
SHK,S H KELKAR AND CO. LTD.,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
SHOPERSTOP,SHOPPERS STOP LIMITED,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,0.0
SHRADHA,SHRADHA REALTY LIMITED,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,0.0
RAINBOW,RAINBOW CHILDRENS MED LTD,Healthcare,Healthcare,Healthcare Services,Hospital,0.0
HINDCON,HINDCON CHEMICALS LIMITED,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,0.0
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,Services,Services,Transport Services,Shipping,163103991.0
SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,0.0
SHREERAMA,SHREE RAMA MULTI TECH LTD,Industrials,Capital Goods,Industrial Products,Packaging,0.0
SHREYANIND,SHREYANS INDUSTRIES LTD,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,0.0
SHRINGARMS,SHRINGAR HOU OF MANGALS L,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,0.0
SHRIPISTON,SHRIRAM PIST. & RING LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SHRIRAMPPS,SHRIRAM PROPERTIES LTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,0.0
SHYAMCENT,SHYAM CENTURY FERROUS LTD,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,0.0
SHYAMTEL,SHYAM TELECOM LIMITED,Services,Services,Commercial Services & Supplies,Trading & Distributors,0.0
SIGACHI,SIGACHI INDUSTRIES LTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,0.0
SIGIND,SIGNET INDUSTRIES LIMITED,Services,Services,Commercial Services & Supplies,Trading & Distributors,0.0
SIGMA,SIGMA SOLVE LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,0.0
SIGMAADV,SIGMA ADVANCED SYSTEM LTD,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,0.0
SIGNPOST,SIGNPOST INDIA LIMITED,Consumer Discretionary,Media Entertainment & Publication,Media,Advertising & Media Agencies,0.0
SIKKO,SIKKO INDUSTRIES LIMITED,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,0.0
SIL,STANDARD INDUSTRIES LTD.,Consumer Discretionary,Realty,Realty,Real Estate related services,0.0
SILGO,SILGO RETAIL LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,0.0
SILINV,SIL INVESTMENTS LIMITED,Financial Services,Financial Services,Finance,Investment Company,0.0
SILLYMONKS,SILLY MONKS ENTERTAIN LTD,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,0.0
SILVER,BIRLASLAMC - SILVER,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVER1,KOTAKMAMC - KOTAKSILVE,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVER360,360ONEAMC - SILVER360,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVERADD,DSPAMC - DSPSILVETF,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVERAG,MIRAEAMC - MASILVER,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVERBEES,NIPPONAMC - NETFSILVER,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVERBETA,UTIAMC-SILVERBETA,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVERBND,BANDHANAMC - SILVERBND,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVERCASE,ZERODHAAMC - SILVERCASE,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVERIETF,ICICIPRAMC - ICICISILVE,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SILVERTUC,SILVER TOUCH TECHNO LTD,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,0.0
DBOL,DHAMPUR BIO ORGANICS LTD,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,0.0
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,Industrials,Construction,Construction,Civil Construction,0.0
SINCLAIR,SINCLAIRS HOTELS LIMITED,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,0.0
SINDHUTRAD,SINDHU TRADE LINKS LTD,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,0.0
SINGERIND,SINGER INDIA LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,0.0
SINTERCOM,SINTERCOM INDIA LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SIRCA,SIRCA PAINT INDIA LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,0.0
SIS,SIS LIMITED,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,0.0
SIYSIL,SIYARAM SILK MILLS LTD,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,0.0
SJS,SJS ENTERPRISES LIMITED,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SKFINDIA,SKF INDIA LTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,0.0
SKFINDUS,SKF IND (INDUSTRIAL) LTD,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,0.0
SKIPPER,SKIPPER LIMITED,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,112937235.0
SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,0.0
SKYGOLD,SKY GOLD AND DIAMONDS LTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,0.0
SMALL250,MIRAEAMC - SMALL250,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
SMALLADD,DSPAMC - SMALLADD,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme,0.0
